Marital_status;Previous_qualification_grade;academic_performance;attendance_rate;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Status;1st_sem_grade;2nd_sem_grade
1;122.0;13.204.464.285.714.200;Full;No;Yes;Female;Yes;19;0;Graduate;11.971.428.571.428.500;144.375
1;116.0;12.25;Full;Yes;No;Female;Yes;20;0;Dropout;13.0;11.5
1;137.0;12.557.142.857.142.800;Full;No;Yes;Female;No;18;0;Enrolled;12.385.714.285.714.200;12.728.571.428.571.400
1;128.0;12.392.857.142.857.100;Full;No;Yes;Female;No;20;0;Graduate;13.5;11.285.714.285.714.200
1;123.0;12.726.190.476.190.400;Full;No;Yes;Female;No;21;0;Graduate;12.166.666.666.666.600;13.285.714.285.714.200
1;133.1;0.0;Full;No;Yes;Female;No;19;0;Graduate;0.0;0.0
2;110.0;12.666.666.666.666.600;Partial;No;Yes;Female;No;42;0;Graduate;11.666.666.666.666.600;13.666.666.666.666.600
1;143.0;13.283.333.333.333.300;Full;Yes;No;Female;No;18;0;Enrolled;12.4;14.166.666.666.666.600
1;150.0;13.116.666.666.666.600;Full;No;Yes;Female;Yes;19;0;Graduate;13.4;12.833.333.333.333.300
1;129.0;12.25;Full;No;Yes;Female;No;18;0;Graduate;12.0;12.5
1;140.0;14.5;Full;No;Yes;Female;No;21;0;Graduate;14.2;14.8
1;133.1;13.276.785.714.285.700;Full;No;Yes;Female;Yes;20;0;Graduate;12.125;14.428.571.428.571.400
1;132.0;13.571.428.571.428.500;Full;No;Yes;Female;No;20;0;Graduate;13.857.142.857.142.800;13.285.714.285.714.200
1;130.0;12.041.666.666.666.600;Full;No;Yes;Female;No;21;0;Enrolled;11.75;12.333.333.333.333.300
1;137.0;13.704.444.444.444.400;Full;No;Yes;Female;No;19;0;Graduate;14.283.333.333.333.300;13.125.555.555.555.500
1;133.1;13.136.363.636.363.600;Full;No;Yes;Female;No;21;0;Graduate;13.272.727.272.727.200;13.0
1;143.0;14.904.761.904.761.900;Full;No;Yes;Female;No;19;0;Graduate;14.666.666.666.666.600;15.142.857.142.857.100
1;148.0;151.035;Full;No;Yes;Female;Yes;19;0;Graduate;15.114.999.999.999.900;15.092
1;137.0;0.0;Full;No;Yes;Female;No;18;0;Enrolled;0.0;0.0
1;160.0;14.071.428.571.428.500;Full;No;Yes;Female;No;22;0;Graduate;15.0;13.142.857.142.857.100
1;112.0;13.766.666.666.666.600;Full;No;Yes;Female;No;21;0;Graduate;13.2;14.333.333.333.333.300
1;133.0;10.666.666.666.666.600;Full;No;Yes;Female;Yes;18;0;Dropout;11.0;10.333.333.333.333.300
1;142.0;14.565.714.285.714.200;Full;No;Yes;Female;Yes;20;0;Graduate;14.565.714.285.714.200;14.565.714.285.714.200
1;123.0;11.375;Full;Yes;No;Female;No;18;0;Dropout;12.0;10.75
1;103.0;0.0;Full;No;Yes;Female;No;20;0;Dropout;0.0;0.0
1;140.0;13.785.833.333.333.300;Full;No;Yes;Female;No;23;0;Graduate;13.796.666.666.666.600;13.775
1;159.0;15.083.333.333.333.300;Full;No;Yes;Female;No;18;0;Graduate;14.833.333.333.333.300;15.333.333.333.333.300
1;140.0;13.333.333.333.333.300;Full;No;Yes;Female;No;20;0;Graduate;12.833.333.333.333.300;13.833.333.333.333.300
1;148.0;14.962.857.142.857.100;Full;No;Yes;Female;Yes;18;0;Graduate;14.962.857.142.857.100;14.962.857.142.857.100
1;112.0;11.6;Full;No;Yes;Female;No;20;0;Graduate;12.0;11.2
1;131.0;12.600.000.000.000.000;Full;No;Yes;Female;No;18;0;Graduate;12.4;12.8
1;145.0;1.636.904.761.904.760;Full;No;Yes;Female;No;20;0;Graduate;15.571.428.571.428.500;17.166.666.666.666.600
1;133.1;13.714.285.714.285.700;Full;No;Yes;Female;No;19;0;Graduate;13.714.285.714.285.700;13.714.285.714.285.700
1;140.0;12.654.761.904.761.900;Full;No;Yes;Female;No;21;0;Graduate;13.142.857.142.857.100;12.166.666.666.666.600
2;140.0;13.0;Full;No;Yes;Female;No;33;0;Graduate;15.0;11.0
1;150.0;6.5;Full;Yes;No;Female;No;24;0;Dropout;13.0;0.0
1;120.0;12.375;Full;No;Yes;Female;Yes;20;0;Graduate;12.0;12.75
1;156.0;0.0;Full;No;Yes;Female;No;18;0;Graduate;0.0;0.0
1;167.0;14.666.666.666.666.600;Full;No;Yes;Female;No;18;0;Graduate;15.166.666.666.666.600;14.166.666.666.666.600
1;133.1;11.25;Partial;Yes;Yes;Female;No;29;0;Dropout;12.0;10.5
1;147.0;14.207.792.207.792.200;Full;No;Yes;Female;No;18;0;Graduate;13.642.857.142.857.100;14.772.727.272.727.200
1;129.0;1.269.047.619.047.610;Full;No;Yes;Female;No;19;0;Graduate;12.666.666.666.666.600;12.714.285.714.285.700
1;136.0;0.0;Full;No;Yes;Female;No;19;0;Dropout;0.0;0.0
1;128.0;10.65;Full;No;Yes;Female;Yes;18;0;Graduate;10.8;10.5
1;140.0;13.656.818.181.818.100;Full;No;Yes;Female;Yes;19;0;Graduate;14.25;13.063.636.363.636.300
1;141.0;12.526.923.076.923.000;Full;No;Yes;Female;No;20;0;Dropout;12.153.846.153.846.100;12.9
1;133.0;11.0;Full;No;Yes;Female;No;19;0;Enrolled;11.5;10.5
1;125.0;12.291.666.666.666.600;Full;No;Yes;Female;Yes;19;0;Graduate;12.25;12.333.333.333.333.300
1;124.0;11.571.428.571.428.500;Full;No;Yes;Female;Yes;18;0;Enrolled;12.0;11.142.857.142.857.100
1;140.0;1.340.375;Full;No;Yes;Female;Yes;18;0;Graduate;1.340.375;1.340.375
1;140.0;12.0;Full;No;Yes;Female;Yes;19;0;Graduate;11.333.333.333.333.300;12.666.666.666.666.600
1;137.0;12.266.666.666.666.600;Full;Yes;Yes;Male;No;20;0;Dropout;12.2;12.333.333.333.333.300
1;144.0;0.0;Full;No;Yes;Male;Yes;18;0;Enrolled;0.0;0.0
1;138.0;0.0;Full;No;Yes;Male;No;18;0;Dropout;0.0;0.0
1;130.0;16.083.333.333.333.300;Full;Yes;No;Male;No;35;0;Dropout;16.166.666.666.666.600;16.0
1;142.0;11.0;Full;No;Yes;Male;No;18;0;Enrolled;11.0;11.0
1;136.0;0.0;Full;No;Yes;Male;Yes;19;0;Graduate;0.0;0.0
1;133.1;12.142.857.142.857.100;Full;No;Yes;Male;Yes;19;0;Enrolled;12.0;12.285.714.285.714.200
1;130.0;11.375;Full;No;Yes;Male;No;20;0;Enrolled;10.5;12.25
1;117.0;11.0;Full;No;Yes;Male;No;19;0;Enrolled;11.666.666.666.666.600;10.333.333.333.333.300
1;136.0;10.5;Full;No;Yes;Male;No;19;0;Dropout;11.0;10.0
1;133.1;0.0;Full;No;Yes;Male;No;24;0;Dropout;0.0;0.0
1;140.0;6.25;Partial;Yes;No;Male;No;29;0;Dropout;12.5;0.0
1;150.0;11.947.222.222.222.200;Full;No;Yes;Male;No;24;0;Graduate;11.294.444.444.444.400;12.6
1;121.0;11.85;Full;No;Yes;Male;No;19;0;Graduate;11.2;12.5
2;120.0;0.0;Full;No;Yes;Male;No;37;0;Dropout;0.0;0.0
1;143.0;12.5;Full;No;Yes;Male;No;18;0;Graduate;13.2;11.8
1;180.0;14.133.928.571.428.500;Full;No;Yes;Male;Yes;20;0;Enrolled;14.142.857.142.857.100;14.125
1;132.0;0.0;Full;No;No;Male;No;18;0;Dropout;0.0;0.0
1;130.0;6.666.666.666.666.660;Full;No;Yes;Male;No;22;0;Enrolled;0.0;13.333.333.333.333.300
1;133.1;11.452.380.952.380.900;Full;No;Yes;Male;Yes;22;0;Enrolled;12.333.333.333.333.300;10.571.428.571.428.500
1;131.0;0.0;Full;Yes;No;Male;No;18;0;Dropout;0.0;0.0
1;149.0;13.1;Full;No;Yes;Male;No;18;0;Graduate;13.1;13.1
1;124.0;13.333.333.333.333.300;Full;No;Yes;Male;No;19;0;Graduate;13.5;13.166.666.666.666.600
1;126.0;11.1;Full;No;Yes;Male;No;19;0;Enrolled;10.2;12.0
1;140.0;12.285.714.285.714.200;Full;No;Yes;Male;No;19;0;Dropout;11.571.428.571.428.500;13.0
1;170.0;15.226.190.476.190.400;Full;Yes;Yes;Male;No;21;0;Graduate;15.285.714.285.714.200;15.166.666.666.666.600
1;133.0;11.8;Full;No;Yes;Male;No;19;0;Enrolled;12.6;11.0
1;126.0;13.516.666.666.666.600;Full;No;Yes;Male;No;18;0;Graduate;13.433.333.333.333.300;13.6
1;129.0;11.3;Full;No;Yes;Male;No;19;0;Dropout;11.6;11.0
1;140.0;14.083.333.333.333.300;Full;No;Yes;Male;No;25;0;Graduate;14.666.666.666.666.600;13.5
1;130.0;14.666.666.666.666.600;Full;No;Yes;Male;No;22;0;Graduate;14.666.666.666.666.600;14.666.666.666.666.600
1;130.0;12.742.857.142.857.100;Full;No;Yes;Male;No;24;0;Graduate;12.742.857.142.857.100;12.742.857.142.857.100
1;99.0;12.551.785.714.285.700;Full;No;Yes;Male;No;19;0;Graduate;11.975;1.312.857.142.857.140
1;146.0;11.958.333.333.333.300;Full;No;Yes;Male;No;18;0;Enrolled;12.25;11.666.666.666.666.600
1;129.0;0.0;Full;No;No;Male;No;20;0;Dropout;0.0;0.0
1;132.0;14.935.714.285.714.200;Full;No;Yes;Male;Yes;19;0;Graduate;14.935.714.285.714.200;14.935.714.285.714.200
1;110.0;10.25;Full;No;Yes;Male;No;19;0;Dropout;10.5;10.0
1;116.0;13.166.666.666.666.600;Full;No;Yes;Male;No;19;0;Graduate;13.333.333.333.333.300;13.0
1;119.0;0.0;Full;Yes;Yes;Male;No;23;0;Dropout;0.0;0.0
2;120.0;13.9;Full;No;Yes;Male;No;47;0;Dropout;13.8;14.0
1;117.0;11.291.666.666.666.600;Full;No;Yes;Male;No;19;0;Graduate;11.833.333.333.333.300;10.75
1;137.0;0.0;Full;No;Yes;Male;No;19;0;Graduate;0.0;0.0
1;124.0;0.0;Full;No;Yes;Male;No;18;0;Dropout;0.0;0.0
1;151.0;5.0;Full;No;Yes;Male;No;28;0;Dropout;10.0;0.0
1;138.6;11.583.333.333.333.300;Full;No;Yes;Male;No;20;0;Dropout;11.5;11.666.666.666.666.600
1;118.0;11.333.333.333.333.300;Full;No;Yes;Male;Yes;18;0;Enrolled;10.666.666.666.666.600;12.0
1;136.0;0.0;Full;No;Yes;Male;Yes;21;0;Graduate;0.0;0.0
1;123.0;12.875;Full;No;Yes;Male;No;19;0;Enrolled;12.75;13.0
1;133.1;0.0;Full;Yes;No;Male;No;24;0;Dropout;0.0;0.0
1;130.0;11.333.333.333.333.300;Full;No;Yes;Male;No;24;0;Enrolled;11.333.333.333.333.300;11.333.333.333.333.300
1;133.1;0.0;Full;Yes;No;Male;No;25;0;Enrolled;0.0;0.0
1;150.0;12.6;Full;No;Yes;Male;No;28;0;Graduate;13.0;12.2
2;130.0;11.041.666.666.666.600;Partial;No;Yes;Male;No;37;0;Enrolled;10.75;11.333.333.333.333.300
1;128.0;11.25;Full;No;Yes;Male;No;19;0;Enrolled;12.0;10.5
1;133.0;13.684.553.571.428.500;Full;No;Yes;Male;Yes;18;0;Graduate;13.462.857.142.857.100;1.390.625
1;133.1;10.0;Full;No;Yes;Male;No;48;0;Dropout;10.0;10.0
1;129.0;13.0;Full;No;Yes;Male;No;21;0;Graduate;12.333.333.333.333.300;13.666.666.666.666.600
1;128.0;12.472.619.047.619.000;Full;No;Yes;Male;Yes;19;0;Enrolled;12.528.571.428.571.400;12.416.666.666.666.600
1;136.0;0.0;Full;No;Yes;Male;Yes;21;0;Enrolled;0.0;0.0
1;130.0;0.0;Full;Yes;No;Male;No;23;0;Dropout;0.0;0.0
1;141.0;13.425;Full;No;Yes;Male;No;18;0;Graduate;13.6;13.25
1;140.0;13.166.666.666.666.600;Full;No;Yes;Male;No;22;0;Dropout;12.333.333.333.333.300;14.0
1;122.0;11.852.272.727.272.700;Full;No;Yes;Male;No;25;0;Dropout;11.454.545.454.545.400;12.25
1;140.0;13.95;Full;Yes;Yes;Male;No;27;0;Dropout;13.5;14.4
1;133.1;0.0;Full;No;No;Male;No;49;0;Dropout;0.0;0.0
1;120.0;5.5;Partial;No;No;Male;No;31;0;Dropout;11.0;0.0
1;133.1;14.023.809.523.809.500;Full;No;Yes;Male;No;54;0;Dropout;13.714.285.714.285.700;14.333.333.333.333.300
1;120.0;12.306.818.181.818.100;Full;Yes;No;Male;No;25;0;Dropout;12.363.636.363.636.300;12.25
1;130.0;11.083.333.333.333.300;Full;No;Yes;Male;No;20;0;Enrolled;10.666.666.666.666.600;11.5
1;120.0;12.333.333.333.333.300;Full;No;Yes;Male;No;28;0;Dropout;12.0;12.666.666.666.666.600
2;133.1;13.011.904.761.904.700;Partial;No;Yes;Male;No;41;0;Graduate;12.857.142.857.142.800;13.166.666.666.666.600
1;122.0;12.919.642.857.142.800;Full;No;Yes;Male;Yes;19;0;Enrolled;13.125;12.714.285.714.285.700
1;123.0;5.75;Full;No;Yes;Male;No;22;0;Dropout;0.0;11.5
1;178.0;6.75;Full;No;Yes;Male;No;34;0;Dropout;13.5;0.0
1;130.0;15.045.454.545.454.500;Full;Yes;No;Male;No;28;0;Dropout;15.090.909.090.909.000;15.0
1;110.0;12.100.000.000.000.000;Full;No;Yes;Male;No;42;0;Enrolled;12.4;11.8
1;106.0;14.4;Full;No;No;Male;No;21;0;Enrolled;14.0;14.8
1;140.0;13.25;Full;No;Yes;Male;No;50;0;Dropout;13.5;13.0
1;108.0;0.0;Full;No;Yes;Male;No;19;0;Dropout;0.0;0.0
1;120.0;11.658.333.333.333.300;Full;No;Yes;Male;No;18;0;Dropout;12.65;10.666.666.666.666.600
2;100.0;0.0;Partial;No;Yes;Male;No;59;0;Dropout;0.0;0.0
2;140.0;0.0;Partial;No;No;Male;No;33;0;Dropout;0.0;0.0
1;133.1;13.066.666.666.666.600;Full;No;Yes;Male;Yes;23;0;Graduate;13.333.333.333.333.300;12.8
2;133.1;11.238.095.238.095.200;Partial;No;Yes;Male;No;44;0;Dropout;11.333.333.333.333.300;11.142.857.142.857.100
2;140.0;0.0;Partial;No;Yes;Male;No;37;0;Dropout;0.0;0.0
2;100.0;0.0;Full;No;Yes;Male;No;36;0;Dropout;0.0;0.0
1;123.0;11.083.333.333.333.300;Partial;No;No;Male;No;22;0;Dropout;11.666.666.666.666.600;10.5
2;133.1;13.297.619.047.619.000;Partial;No;Yes;Male;No;49;0;Graduate;12.166.666.666.666.600;14.428.571.428.571.400
1;135.0;13.041.666.666.666.600;Full;No;Yes;Male;No;23;0;Graduate;13.333.333.333.333.300;12.75
1;132.0;11.2;Full;No;Yes;Male;No;19;0;Enrolled;11.4;11.0
2;120.0;6.071.428.571.428.570;Partial;No;Yes;Male;No;47;0;Dropout;12.142.857.142.857.100;0.0
1;130.0;12.683.257.918.552.000;Full;No;Yes;Male;No;28;0;Graduate;13.058.823.529.411.700;12.307.692.307.692.300
1;140.0;11.125;Full;No;Yes;Male;No;21;0;Enrolled;11.75;10.5
1;133.1;10.916.666.666.666.600;Full;Yes;No;Male;No;21;0;Dropout;11.833.333.333.333.300;10.0
1;120.0;12.100.000.000.000.000;Full;No;Yes;Male;No;21;0;Graduate;12.4;11.8
1;140.0;12.464.285.714.285.700;Full;No;Yes;Male;No;20;0;Enrolled;13.428.571.428.571.400;11.5
2;133.1;0.0;Full;No;No;Male;No;49;0;Dropout;0.0;0.0
1;120.0;12.2;Partial;No;Yes;Male;No;40;0;Graduate;11.0;13.4
1;125.0;14.026.785.714.285.700;Full;No;Yes;Male;Yes;22;0;Graduate;13.625;14.428.571.428.571.400
1;136.0;11.65;Full;No;Yes;Male;No;19;0;Enrolled;11.8;11.5
1;133.1;0.0;Partial;No;Yes;Male;No;31;0;Dropout;0.0;0.0
1;120.0;14.25;Full;No;Yes;Male;No;30;0;Dropout;15.0;13.5
1;127.0;10.9;Full;No;Yes;Male;No;19;0;Graduate;10.8;11.0
1;131.0;12.5;Full;No;Yes;Male;No;22;0;Dropout;13.666.666.666.666.600;11.333.333.333.333.300
1;127.0;13.083.333.333.333.300;Full;No;Yes;Male;No;19;0;Graduate;12.833.333.333.333.300;13.333.333.333.333.300
1;132.0;0.0;Full;No;No;Male;No;21;0;Dropout;0.0;0.0
1;137.0;14.276.785.714.285.700;Full;No;Yes;Male;No;19;0;Graduate;15.125;13.428.571.428.571.400
1;126.0;5.0;Full;No;Yes;Male;No;22;0;Dropout;0.0;10.0
1;136.0;11.2;Full;No;Yes;Male;No;22;0;Graduate;11.4;11.0
1;124.0;11.625;Full;No;Yes;Male;No;19;0;Graduate;12.25;11.0
1;137.0;0.0;Full;No;No;Male;No;26;0;Dropout;0.0;0.0
1;140.0;14.0;Full;No;Yes;Male;No;23;0;Enrolled;14.0;14.0
1;131.0;11.566.666.666.666.600;Full;No;Yes;Male;No;18;0;Enrolled;12.333.333.333.333.300;10.8
1;130.0;10.833.333.333.333.300;Full;Yes;Yes;Male;Yes;22;0;Enrolled;10.666.666.666.666.600;11.0
1;136.0;13.273.809.523.809.500;Full;No;Yes;Male;No;19;0;Enrolled;11.833.333.333.333.300;14.714.285.714.285.700
1;133.1;0.0;Full;No;Yes;Male;No;20;0;Dropout;0.0;0.0
1;110.0;11.916.666.666.666.600;Full;No;Yes;Male;Yes;22;0;Enrolled;11.666.666.666.666.600;12.166.666.666.666.600
1;140.0;6.5;Full;No;No;Male;No;18;0;Dropout;13.0;0.0
4;133.1;0.0;Partial;No;Yes;Male;No;39;0;Dropout;0.0;0.0
1;141.0;0.0;Full;No;Yes;Male;No;18;0;Dropout;0.0;0.0
1;130.0;13.6;Full;No;Yes;Male;Yes;18;0;Graduate;13.0;14.2
1;160.0;13.928.571.428.571.400;Full;No;Yes;Male;Yes;19;0;Graduate;13.857.142.857.142.800;14.0
1;140.0;12.939.583.333.333.300;Full;No;Yes;Male;No;18;0;Graduate;13.391.666.666.666.600;124.875
1;150.0;6.375;Full;No;Yes;Male;Yes;18;0;Dropout;12.75;0.0
1;150.0;14.55;Full;No;Yes;Male;No;22;0;Graduate;14.5;14.6
1;133.1;12.166.666.666.666.600;Full;No;Yes;Male;No;19;0;Graduate;12.166.666.666.666.600;12.166.666.666.666.600
1;152.0;15.5;Full;No;Yes;Male;No;18;0;Dropout;15.4;15.6
1;133.1;14.666.666.666.666.600;Full;Yes;No;Male;No;31;0;Dropout;13.333.333.333.333.300;16.0
1;130.0;0.0;Partial;No;Yes;Male;No;28;0;Dropout;0.0;0.0
1;148.0;0.0;Full;No;Yes;Male;No;19;0;Dropout;0.0;0.0
1;148.0;14.214.285.714.285.700;Full;No;Yes;Male;No;20;0;Graduate;13.714.285.714.285.700;14.714.285.714.285.700
4;130.0;6.125;Full;No;Yes;Male;No;50;0;Dropout;12.25;0.0
1;160.0;16.25;Full;No;Yes;Male;No;38;0;Enrolled;16.0;16.5
2;130.0;12.0;Partial;No;Yes;Male;No;31;0;Dropout;11.0;13.0
1;110.0;14.085.714.285.714.200;Full;No;Yes;Male;No;27;0;Enrolled;14.085.714.285.714.200;14.085.714.285.714.200
1;122.0;10.333.333.333.333.300;Full;No;Yes;Male;No;21;0;Graduate;10.166.666.666.666.600;10.5
2;110.0;5.0;Full;No;Yes;Male;No;34;0;Dropout;10.0;0.0
1;129.0;5.0;Full;No;Yes;Male;No;19;0;Enrolled;0.0;10.0
2;110.0;10.583.333.333.333.300;Partial;No;No;Male;No;40;0;Dropout;10.5;10.666.666.666.666.600
1;170.0;0.0;Full;No;Yes;Male;Yes;18;0;Graduate;0.0;0.0
2;110.0;0.0;Full;Yes;No;Male;Yes;46;0;Dropout;0.0;0.0
1;110.0;0.0;Partial;No;Yes;Male;No;37;0;Dropout;0.0;0.0
1;133.1;0.0;Full;No;Yes;Male;No;31;0;Dropout;0.0;0.0
1;133.1;12.866.666.666.666.600;Full;No;Yes;Male;No;34;0;Graduate;13.333.333.333.333.300;12.4
1;126.0;0.0;Full;No;Yes;Male;Yes;18;0;Dropout;0.0;0.0
1;137.0;13.952.380.952.380.900;Full;No;Yes;Male;Yes;18;0;Graduate;13.571.428.571.428.500;14.333.333.333.333.300
1;117.0;12.0;Full;No;Yes;Male;Yes;19;0;Graduate;12.833.333.333.333.300;11.166.666.666.666.600
1;100.0;10.725;Partial;No;Yes;Male;No;40;0;Dropout;10.25;11.2
1;120.0;0.0;Full;No;Yes;Male;No;25;0;Dropout;0.0;0.0
1;126.0;13.916.666.666.666.600;Full;Yes;Yes;Male;No;20;0;Dropout;14.5;13.333.333.333.333.300
1;122.0;14.757.142.857.142.800;Full;No;Yes;Male;No;20;0;Enrolled;15.8;13.714.285.714.285.700
1;111.0;0.0;Full;No;No;Male;No;43;0;Dropout;0.0;0.0
1;139.0;13.583.333.333.333.300;Full;No;Yes;Male;No;18;0;Enrolled;12.5;14.666.666.666.666.600
1;150.0;11.583.333.333.333.300;Full;No;Yes;Male;No;35;0;Graduate;11.666.666.666.666.600;11.5
1;116.0;13.0;Partial;No;Yes;Male;No;23;0;Graduate;13.0;13.0
1;130.0;11.813.839.285.714.200;Full;No;Yes;Male;No;19;0;Graduate;1.212.142.857.142.850;1.150.625
1;150.0;1.398.611.111.111.110;Full;No;Yes;Male;Yes;21;0;Graduate;1.422.222.222.222.220;13.75
1;132.0;12.875;Full;No;Yes;Male;No;19;0;Enrolled;12.5;13.25
1;108.0;13.726.190.476.190.400;Full;No;Yes;Male;No;20;0;Graduate;12.166.666.666.666.600;15.285.714.285.714.200
1;133.1;0.0;Full;No;Yes;Male;Yes;30;0;Dropout;0.0;0.0
4;120.0;12.083.333.333.333.300;Full;No;Yes;Male;No;44;0;Graduate;12.666.666.666.666.600;11.5
1;146.0;13.614.285.714.285.700;Full;No;Yes;Male;No;19;0;Graduate;13.614.285.714.285.700;13.614.285.714.285.700
1;150.0;1.357.857.142.857.140;Full;No;Yes;Male;No;22;0;Graduate;12.857.142.857.142.800;14.3
1;160.0;14.1;Full;No;Yes;Male;No;18;0;Graduate;14.0;14.2
1;125.0;13.275;Full;No;Yes;Male;Yes;21;0;Graduate;14.75;11.8
1;125.0;0.0;Full;No;Yes;Male;No;18;0;Dropout;0.0;0.0
1;122.0;13.955.357.142.857.100;Full;No;Yes;Male;No;18;0;Graduate;13.625;14.285.714.285.714.200
1;138.0;0.0;Full;No;Yes;Male;No;19;0;Graduate;0.0;0.0
1;150.0;118.375;Full;No;Yes;Male;No;21;0;Dropout;11.8;11.875
1;140.0;148.625;Full;No;Yes;Male;No;31;0;Graduate;15.125;14.6
1;113.0;11.0;Full;No;Yes;Male;No;21;0;Dropout;11.5;10.5
1;139.0;10.5;Full;Yes;Yes;Male;No;24;0;Enrolled;10.0;11.0
1;133.1;0.0;Full;No;Yes;Male;No;27;0;Dropout;0.0;0.0
1;118.0;11.566.666.666.666.600;Full;No;Yes;Male;No;20;0;Graduate;10.333.333.333.333.300;12.8
1;140.0;5.833.333.333.333.330;Full;No;Yes;Male;No;22;0;Enrolled;0.0;11.666.666.666.666.600
1;144.0;12.25;Full;No;Yes;Male;Yes;19;0;Enrolled;12.0;12.5
1;125.0;14.166.666.666.666.600;Full;No;Yes;Male;No;19;0;Graduate;13.833.333.333.333.300;14.5
1;131.0;1.203.146.853.146.850;Full;Yes;Yes;Male;No;23;0;Enrolled;12.153.846.153.846.100;11.909.090.909.090.900
1;131.0;13.833.333.333.333.300;Full;No;Yes;Male;No;18;0;Graduate;14.0;13.666.666.666.666.600
1;140.0;15.15;Full;No;No;Male;No;29;0;Enrolled;16.5;13.8
1;133.1;15.666.666.666.666.600;Full;No;Yes;Male;No;29;0;Dropout;18.0;13.333.333.333.333.300
1;140.0;11.531.746.031.746.000;Full;No;Yes;Male;No;20;0;Enrolled;11.285.714.285.714.200;1.177.777.777.777.770
1;139.0;0.0;Full;No;Yes;Male;Yes;19;0;Graduate;0.0;0.0
1;125.0;0.0;Full;No;Yes;Male;No;22;0;Enrolled;0.0;0.0
1;117.0;13.0;Full;No;Yes;Male;No;20;0;Enrolled;14.0;12.0
1;150.0;12.875;Full;No;Yes;Male;No;24;0;Enrolled;13.75;12.0
1;95.0;12.125;Full;No;No;Male;No;21;0;Dropout;13.25;11.0
1;150.0;14.5;Full;No;Yes;Male;Yes;25;0;Graduate;14.25;14.75
1;120.0;0.0;Full;No;No;Male;No;32;0;Dropout;0.0;0.0
1;136.0;11.291.666.666.666.600;Partial;No;No;Male;No;26;0;Dropout;11.25;11.333.333.333.333.300
1;133.0;13.0;Full;No;Yes;Male;Yes;18;0;Graduate;13.5;12.5
1;125.0;12.761.904.761.904.700;Full;No;Yes;Male;Yes;19;0;Graduate;12.666.666.666.666.600;12.857.142.857.142.800
1;127.0;13.75;Full;No;Yes;Male;Yes;19;0;Graduate;15.166.666.666.666.600;12.333.333.333.333.300
1;130.0;14.154.761.904.761.900;Full;No;Yes;Male;No;27;0;Dropout;13.166.666.666.666.600;15.142.857.142.857.100
1;130.0;11.622.222.222.222.200;Full;Yes;Yes;Male;No;21;0;Enrolled;11.8;11.444.444.444.444.400
1;127.0;5.75;Full;No;Yes;Male;No;20;0;Enrolled;11.5;0.0
1;140.0;12.916.666.666.666.600;Full;No;Yes;Male;No;21;0;Graduate;14.5;11.333.333.333.333.300
1;125.0;12.033.333.333.333.300;Full;No;Yes;Male;No;22;0;Enrolled;13.4;10.666.666.666.666.600
1;135.0;0.0;Full;Yes;No;Male;No;19;0;Graduate;0.0;0.0
1;132.0;11.65;Full;No;Yes;Male;Yes;18;0;Dropout;10.8;12.5
1;110.0;0.0;Full;No;Yes;Male;No;28;0;Dropout;0.0;0.0
2;130.0;11.714.285.714.285.700;Full;Yes;No;Male;No;25;0;Dropout;11.428.571.428.571.400;12.0
1;130.0;12.05;Full;No;Yes;Male;No;25;0;Dropout;12.5;11.6
1;135.0;12.916.666.666.666.600;Full;No;Yes;Male;No;18;0;Enrolled;13.5;12.333.333.333.333.300
1;133.1;0.0;Full;No;Yes;Male;No;26;0;Dropout;0.0;0.0
1;135.0;12.125;Full;No;Yes;Male;Yes;18;0;Graduate;12.75;11.5
1;128.0;11.833.333.333.333.300;Full;No;Yes;Male;No;22;0;Enrolled;11.333.333.333.333.300;12.333.333.333.333.300
1;140.0;0.0;Full;No;Yes;Male;No;25;0;Dropout;0.0;0.0
1;135.0;11.9;Full;No;Yes;Male;No;19;0;Enrolled;11.4;12.4
1;131.0;14.5;Full;No;Yes;Male;No;19;0;Graduate;14.428.571.428.571.400;14.571.428.571.428.500
1;131.0;12.102.678.571.428.500;Full;No;Yes;Male;No;19;0;Graduate;12.492.857.142.857.100;117.125
4;100.0;11.25;Partial;No;Yes;Male;No;45;0;Dropout;11.5;11.0
2;140.0;12.0;Partial;No;Yes;Male;No;52;0;Graduate;11.2;12.8
1;124.0;11.5;Full;No;No;Male;No;20;0;Dropout;12.0;11.0
1;130.0;15.885.714.285.714.200;Full;No;Yes;Male;No;19;0;Graduate;15.885.714.285.714.200;15.885.714.285.714.200
1;142.0;12.26;Full;Yes;No;Male;No;21;0;Dropout;12.94;11.58
2;150.0;14.083.333.333.333.300;Partial;No;No;Male;No;35;0;Graduate;14.0;14.166.666.666.666.600
2;110.0;0.0;Full;No;Yes;Male;No;36;0;Graduate;0.0;0.0
4;110.0;0.0;Full;Yes;No;Male;No;47;0;Dropout;0.0;0.0
1;112.0;0.0;Partial;No;Yes;Male;No;22;0;Dropout;0.0;0.0
2;100.0;11.125;Partial;No;Yes;Male;No;41;0;Dropout;11.25;11.0
1;130.0;0.0;Full;No;Yes;Male;No;26;0;Dropout;0.0;0.0
2;133.1;5.625;Partial;No;No;Female;No;51;0;Dropout;11.25;0.0
